央视 ,#genre#
江西卫视,http://110.80.17.38:9901/tsfile/live/0138_2.m3u8
湖北卫视,http://110.80.17.38:9901/tsfile/live/0132_1.m3u8
山东卫视,http://111.75.151.236:50085/newlive/live/hls/31/live.m3u8
云南卫视,http://111.75.151.236:50085/newlive/live/hls/34/live.m3u8
海南卫视,http://111.75.151.236:50085/newlive/live/hls/42/live.m3u8
贵州卫视,http://111.75.151.236:50085/newlive/live/hls/45/live.m3u8
深圳卫视,http://115.149.139.141:10001/tsfile/live/1032_1.m3u8
东方卫视,http://27.217.213.217:18888/rtp/239.253.248.86:8000
辽宁卫视,http://27.217.213.217:18888/rtp/239.253.248.92:8000
深圳卫视,http://www.yao87.com:4022/udp/239.76.246.188:1234 
贵州卫视,http://125.78.15.129:4022/rtp/239.61.2.159:8942
安徽卫视,http://125.78.15.129:4022/rtp/239.61.2.248:9476
四川卫视,http://125.78.15.129:4022/rtp/239.61.2.251:9494
青海卫视,http://115.206.161.85:8888/rtp/233.50.201.65:5140
辽宁卫视,http://120.7.86.91:808/hls/48/index.m3u8
湖北卫视,http://219.156.116.183:808/hls/47/index.m3u8
四川卫视,http://219.156.116.183:808/hls/52/index.m3u8
江苏卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.135:8028
广东卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.142:8048
安徽卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.211:8064
山东卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.209:8052
贵州卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.149:8076
三沙卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.155:4120
内蒙古卫视,http://123.154.30.3:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://123.154.30.3:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://124.90.208.196:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://59.62.8.250:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://111.199.1.184:8686/udp/239.2.1.247:2000
安徽卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.70:10060
贵州卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.150:10536
海南卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.151:10542
浙江卫视,http://xingyang.net.cn:4000/udp/225.1.4.84:1113
安徽卫视,http://xingyang.net.cn:4000/udp/225.1.4.87:1116
广东卫视,http://xingyang.net.cn:4000/udp/225.1.4.166:1207
吉林卫视,http://xingyang.net.cn:4000/udp/225.1.4.174:1309
东方卫视,http://www.liruixiang.cc:9000/udp/239.3.1.136:8032
浙江卫视,http://www.liruixiang.cc:9000/udp/239.3.1.137:8036
天津卫视,http://www.liruixiang.cc:9000/udp/239.3.1.141:1234
贵州卫视,http://www.liruixiang.cc:9000/udp/239.3.1.149:8076
东南卫视,http://www.liruixiang.cc:9000/udp/239.3.1.156:8148
深圳卫视,http://www.liruixiang.cc:9000/udp/239.3.1.134:8020
广西卫视,http://111.75.151.236:50085/newlive/live/hls/37/live.m3u8
重庆卫视,http://27.217.213.217:18888/rtp/239.253.248.38:8000
山东卫视,http://27.217.213.217:18888/rtp/239.253.248.78:8000
贵州卫视,http://61.136.172.236:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://61.136.172.236:9901/tsfile/live/0130_1.m3u8?ah
重庆卫视,http://www.yao87.com:4022/udp/239.76.246.92:1234 
湖北卫视,http://222.137.229.26:808/hls/47/index.m3u8
河北卫视,http://115.206.161.85:8888/rtp/233.50.201.140:5140
辽宁卫视,http://115.206.161.85:8888/rtp/233.50.201.141:5140
深圳卫视,http://120.7.86.91:808/hls/21/index.m3u8
东南卫视,http://120.7.86.91:808/hls/32/index.m3u8
河南卫视,http://219.156.116.183:808/hls/16/index.m3u8
北京卫视,http://219.156.116.183:808/hls/33/index.m3u8
江西卫视,http://219.156.116.183:808/hls/49/index.m3u8
青海卫视,http://123.122.162.222:19999/rtp/239.3.1.44:8184
河南卫视,http://111.199.239.209:3568/rtp/239.3.1.27:8128
三沙卫视,http://118.254.203.236:8888/rtp/239.76.253.74:9000
东方卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.136:8032
广西卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.39:8300
北京卫视,http://60.174.40.117:9901/tsfile/live/1025_1.m3u8
河南卫视,http://60.174.40.117:9901/tsfile/live/1034_1.m3u8
江苏卫视,http://61.136.67.238:50085/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://59.62.8.250:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.168:10644
广西卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.191:10788
贵州卫视,http://xingyang.net.cn:4000/udp/225.1.4.122:1302
云南卫视,http://xingyang.net.cn:4000/udp/225.1.4.152:1307
山东卫视,http://www.liruixiang.cc:9000/udp/239.3.1.209:8052
安徽卫视,http://www.liruixiang.cc:9000/udp/239.3.1.211:8064
广东卫视,http://www.liruixiang.cc:9000/udp/239.3.1.142:8048
河北卫视,http://www.liruixiang.cc:9000/udp/239.3.1.148:8072
山东卫视,http://www.yao87.com:4022/udp/239.76.246.195:1234
江苏卫视,http://www.yao87.com:4022/udp/239.76.253.181:9000
贵州卫视,http://www.yao87.com:4022/udp/239.76.252.198:9000
深圳卫视,http://113.57.109.36:9901/tsfile/live/0126_1.m3u8
安徽卫视,http://27.217.213.217:18888/rtp/239.253.248.87:8000
江西卫视,http://61.136.172.236:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://118.254.203.236:8888/rtp/239.76.253.94:9000
江苏卫视,http://125.78.15.129:4022/rtp/239.61.2.30:8174
辽宁卫视,http://125.78.15.129:4022/rtp/239.61.2.181:9074
重庆卫视,http://125.78.15.129:4022/rtp/239.61.2.250:9488
重庆卫视,http://59.55.35.90:20000/hls/81/index.m3u8
江苏卫视,http://222.137.229.26:808/hls/30/index.m3u8
浙江卫视,http://222.137.229.26:808/hls/31/index.m3u8
安徽卫视,http://222.137.229.26:808/hls/32/index.m3u8
北京卫视,http://222.137.229.26:808/hls/33/index.m3u8
江西卫视,http://222.137.229.26:808/hls/49/index.m3u8
四川卫视,http://222.137.229.26:808/hls/52/index.m3u8
北京卫视,http://123.14.88.249:8888/hls/26/index.m3u8
湖北卫视,http://120.7.86.101:808/hls/29/index.m3u8
河北卫视,http://120.7.86.91:808/hls/17/index.m3u8
湖南卫视,http://120.7.86.91:808/hls/18/index.m3u8
天津卫视,http://120.7.86.91:808/hls/20/index.m3u8
北京卫视,http://120.7.86.91:808/hls/24/index.m3u8
吉林卫视,http://120.7.86.91:808/hls/34/index.m3u8
内蒙古卫视,http://120.7.86.91:808/hls/37/index.m3u8
贵州卫视,http://120.7.86.91:808/hls/44/index.m3u8
浙江卫视,http://219.156.116.183:808/hls/31/index.m3u8
安徽卫视,http://219.156.116.183:808/hls/32/index.m3u8
天津卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.141:1234
深圳卫视,http://60.174.40.117:9901/tsfile/live/1038_1.m3u8
山东卫视,http://60.174.40.117:9901/tsfile/live/1036_1.m3u8
新疆卫视,http://59.62.8.250:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://61.136.67.238:50085/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://123.154.30.3:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://www.furymax.top:85/rtp/239.254.96.141:8920
浙江卫视,http://www.furymax.top:85/rtp/239.254.96.143:8932
广东卫视,http://sweetown.fun:4000/udp/239.3.1.142:8048 
河北卫视,http://sweetown.fun:4000/udp/239.3.1.148:8072 
北京卫视,http://xingyang.net.cn:4000/udp/225.1.4.81:1110
深圳卫视,http://xingyang.net.cn:4000/udp/225.1.4.90:1119
河北卫视,http://xingyang.net.cn:4000/udp/225.1.4.123:1304
江西卫视,http://xingyang.net.cn:4000/udp/225.1.4.139:1305
重庆卫视,http://xingyang.net.cn:4000/udp/225.1.4.157:1308
湖北卫视,http://www.liruixiang.cc:9000/udp/239.3.1.138:8044
东南卫视,http://www.yao87.com:4022/udp/239.76.245.190:1234
河南卫视,http://www.yao87.com:4022/udp/239.76.246.202:1234
甘肃卫视,http://www.yao87.com:4022/udp/239.76.246.94:1234
湖南卫视,http://www.yao87.com:4022/udp/239.76.246.101:1234
湖南卫视,http://www.yao87.com:4022/udp/239.76.253.100:9000
东方卫视,http://www.yao87.com:4022/udp/239.76.253.186:9000
吉林卫视,http://www.yao87.com:4022/udp/239.76.253.201:9000
辽宁卫视,http://www.yao87.com:4022/udp/239.76.252.197:9000
东南卫视,http://111.75.151.236:50085/newlive/live/hls/33/live.m3u8
辽宁卫视,http://113.57.109.36:9901/tsfile/live/0121_1.m3u8
东方卫视,http://220.180.229.250:9901/tsfile/live/0125_1.m3u8?key=txiptv
天津卫视,http://27.217.213.217:18888/rtp/239.253.248.89:8000
广东卫视,http://27.217.213.217:18888/rtp/239.253.248.90:8000
山东卫视,http://59.173.243.210:9901/tsfile/live/1030_1.m3u8
东南卫视,http://59.173.243.210:9901/tsfile/live/1033_1.m3u8
安徽卫视,http://59.173.243.210:9901/tsfile/live/1025_1.m3u8
河南卫视,http://59.173.243.210:9901/tsfile/live/1035_1.m3u8
安徽卫视,http://www.yao87.com:4022/udp/239.76.245.196:1234 
黑龙江卫视,http://www.yao87.com:4022/udp/239.76.246.200:1234 
吉林卫视,http://www.yao87.com:4022/udp/239.76.246.201:1234 
广西卫视,http://www.yao87.com:4022/udp/239.76.247.54:1234 
青海卫视,http://118.254.203.236:8888/rtp/239.76.254.132:9000
吉林卫视,http://59.55.35.90:20000/hls/78/index.m3u8
四川卫视,http://59.55.35.90:20000/hls/90/index.m3u8
河南卫视,http://222.137.229.26:808/hls/16/index.m3u8
河北卫视,http://117.44.39.232:20000/hls/88/index.m3u8
东方卫视,http://123.14.88.249:8888/hls/19/index.m3u8
江西卫视,http://123.14.88.249:8888/hls/31/index.m3u8
江苏卫视,http://120.7.86.91:808/hls/19/index.m3u8
安徽卫视,http://120.7.86.91:808/hls/28/index.m3u8
河北卫视,http://123.122.162.222:19999/rtp/239.3.1.148:8072
安徽卫视,http://111.199.239.209:3568/rtp/239.3.1.211:8064
河北卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.148:8072
东方卫视,http://61.136.172.236:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://www.furymax.top:85/rtp/239.254.96.138:8902
湖南卫视,http://www.furymax.top:85/rtp/239.254.96.139:8908
天津卫视,http://www.furymax.top:85/rtp/239.69.1.68:10048
山东卫视,http://www.furymax.top:85/rtp/239.69.1.69:10054
贵州卫视,http://www.furymax.top:85/rtp/239.69.1.150:10536
河南卫视,http://www.furymax.top:85/rtp/239.69.1.168:10644
吉林卫视,http://www.furymax.top:85/rtp/239.69.1.212:10914
黑龙江卫视,http://ipys.2288.org:8889/udp/228.1.1.33:6033$湖南联通组播
浙江卫视,http://sweetown.fun:4000/udp/239.3.1.137:8036 
天津卫视,http://sweetown.fun:4000/udp/239.3.1.141:1234 
山东卫视,http://sweetown.fun:4000/udp/239.3.1.209:8052 
江苏卫视,http://xingyang.net.cn:4000/udp/225.1.4.83:1112
山东卫视,http://xingyang.net.cn:4000/udp/225.1.4.88:1117
辽宁卫视,http://xingyang.net.cn:4000/udp/225.1.4.167:1208
北京卫视,http://www.yao87.com:4022/udp/239.76.246.184:1234
海南卫视,http://www.yao87.com:4022/udp/239.76.246.203:1234
浙江卫视,http://www.yao87.com:4022/udp/239.76.253.182:9000
天津卫视,http://www.yao87.com:4022/udp/239.76.253.185:9000
深圳卫视,http://www.yao87.com:4022/udp/239.76.253.188:9000
北京卫视,http://www.zzmd.fun:8888/rtp/239.3.1.241:8000
深圳卫视,http://61.182.33.218:8000/hls/21/index.m3u8
安徽卫视,http://111.74.155.231:9901/tsfile/live/1035_1.m3u8
贵州卫视,http://27.217.213.217:18888/rtp/239.253.248.113:8000
四川卫视,http://27.217.213.217:18888/rtp/239.253.248.50:8000
湖南卫视,http://27.217.213.217:18888/rtp/239.253.248.82:8000
江苏卫视,http://27.217.213.217:18888/rtp/239.253.248.83:8000
吉林卫视,http://61.136.172.236:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://59.173.243.210:9901/tsfile/live/1018_1.m3u8
湖南卫视,http://59.173.243.210:9901/tsfile/live/1022_1.m3u8
重庆卫视,http://59.173.243.210:9901/tsfile/live/1032_1.m3u8
四川卫视,http://59.173.243.210:9901/tsfile/live/1037_1.m3u8
海南卫视,http://59.173.243.210:9901/tsfile/live/1040_1.m3u8
广东卫视,http://59.173.243.210:9901/tsfile/live/1017_1.m3u8
广东卫视,http://www.yao87.com:4022/udp/239.76.245.189:1234 
湖南卫视,http://www.yao87.com:4022/udp/239.76.246.101:1234 
山东卫视,http://www.yao87.com:4022/udp/239.76.246.195:1234 
青海卫视,http://www.yao87.com:4022/udp/239.76.247.132:1234 
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://118.254.203.236:8888/rtp/239.76.254.60:9000
河北卫视,http://114.245.189.140:10000/rtp/239.3.1.148:8072
东南卫视,http://114.245.189.140:10000/rtp/239.3.1.156:8148
青海卫视,http://59.55.35.90:20000/hls/44/index.m3u8
贵州卫视,http://59.55.35.90:20000/hls/85/index.m3u8
宁夏卫视,http://117.44.39.232:20000/hls/76/index.m3u8
湖北卫视,http://123.14.80.242:8888/hls/23/index.m3u8
湖南卫视,http://123.14.80.242:8888/hls/27/index.m3u8
内蒙古卫视,http://115.206.161.85:8888/rtp/233.50.201.148:5140
河北卫视,http://175.9.140.238:8888/udp/239.76.245.199:1234
浙江卫视,http://120.7.86.101:808/hls/49/index.m3u8
浙江卫视,http://120.7.86.91:808/hls/27/index.m3u8
重庆卫视,http://120.7.86.91:808/hls/31/index.m3u8
西藏卫视,http://120.7.86.91:808/hls/40/index.m3u8
广东卫视,http://123.122.162.222:19999/rtp/239.3.1.142:8048
安徽卫视,http://123.122.162.222:19999/rtp/239.3.1.211:8064
天津卫视,http://123.122.162.222:19999/rtp/239.3.1.141:1234
山东卫视,http://123.122.162.222:19999/rtp/239.3.1.209:8052
黑龙江卫视,http://123.122.162.222:19999/rtp/239.3.1.133:8016
湖北卫视,http://123.122.162.222:19999/rtp/239.3.1.138:8044
云南卫视,http://123.122.162.222:19999/rtp/239.3.1.26:8108
西藏卫视,http://123.122.162.222:19999/rtp/239.3.1.47:8164
三沙卫视,http://123.122.162.222:19999/rtp/239.3.1.155:4120
东方卫视,http://111.199.239.209:3568/rtp/239.3.1.136:8032
天津卫视,http://111.199.239.209:3568/rtp/239.3.1.141:1234
贵州卫视,http://111.199.239.209:3568/rtp/239.3.1.149:8076
东南卫视,http://111.199.239.209:3568/rtp/239.3.1.156:8148
江西卫视,http://111.199.239.209:3568/rtp/239.3.1.123:8164
甘肃卫视,http://111.199.239.209:3568/rtp/239.3.1.49:8188
西藏卫视,http://111.199.239.209:3568/rtp/239.3.1.47:8164
青海卫视,http://111.199.239.209:3568/rtp/239.3.1.44:8184
东南卫视,http://124.90.208.196:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://223.112.219.174:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
BRTV北京卫视,http://114.254.90.19:2222/rtp/239.3.1.241:8000
河北卫视,http://www.furymax.top:85/rtp/239.254.96.113:9616
东方卫视,http://www.furymax.top:85/rtp/239.254.96.142:8926
辽宁卫视,http://www.furymax.top:85/rtp/239.69.1.71:10066
东南卫视,http://www.furymax.top:85/rtp/239.69.1.108:10286
广西卫视,http://www.furymax.top:85/rtp/239.69.1.191:10788
湖南卫视,http://58.57.21.166:9901/tsfile/live/0128_1.m3u8
江苏卫视,http://ipys.2288.org:8889/udp/228.1.1.26:6026$湖南联通组播
东方卫视,http://ipys.2288.org:8889/udp/228.1.1.28:6028$湖南联通组播
天津卫视,http://ipys.2288.org:8889/udp/228.1.1.34:6034$湖南联通组播
湖北卫视,http://ipys.2288.org:8889/udp/228.1.1.29:6029$湖南联通组播
安徽卫视,http://ipys.2288.org:8889/udp/228.1.1.30:6030$湖南联通组播
重庆卫视,http://ipys.2288.org:8889/udp/228.1.1.35:6035$湖南联通组播
四川卫视,http://ipys.2288.org:8889/udp/228.1.1.36:6036$湖南联通组播
江西卫视,http://ipys.2288.org:8889/udp/228.1.1.38:6038$湖南联通组播
吉林卫视,http://sweetown.fun:4000/udp/239.3.1.240:8172 
湖南卫视,http://xingyang.net.cn:4000/udp/225.1.4.82:1111
湖北卫视,http://xingyang.net.cn:4000/udp/225.1.4.89:1118
四川卫视,http://xingyang.net.cn:4000/udp/225.1.4.151:1306
天津卫视,http://www.yao87.com:4022/udp/239.76.246.185:1234
湖北卫视,http://www.yao87.com:4022/udp/239.76.246.193:1234
北京卫视,http://www.yao87.com:4022/udp/239.76.253.184:9000
海南卫视,http://www.yao87.com:4022/udp/239.76.253.203:9000
广西卫视,http://www.yao87.com:4022/udp/239.76.254.54:9000
东南卫视,http://www.yao87.com:4022/udp/239.76.252.190:9000
安徽卫视,http://www.yao87.com:4022/udp/239.76.252.196:9000
吉林卫视,http://gzly.softether.net:6005/udp/239.252.220.188:5140
广西卫视,http://27.217.213.217:18888/rtp/239.253.248.40:8000
深圳卫视,http://59.173.243.210:9901/tsfile/live/1027_1.m3u8
江西卫视,http://59.173.243.210:9901/tsfile/live/0138_1.m3u8
吉林卫视,http://59.173.243.210:9901/tsfile/live/0116_1.m3u8
江苏卫视,http://www.yao87.com:4022/udp/239.76.246.181:1234 
东方卫视,http://www.yao87.com:4022/udp/239.76.246.186:1234 
北京卫视,http://www.yao87.com:4022/udp/239.76.246.184:1234 
四川卫视,http://www.yao87.com:4022/udp/239.76.246.91:1234 
河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://114.245.189.140:10000/rtp/239.3.1.132:8012
黑龙江卫视,http://114.245.189.140:10000/rtp/239.3.1.133:8016
四川卫视,http://114.245.189.140:10000/rtp/239.3.1.29:8288
河南卫视,http://59.55.35.90:20000/hls/9/index.m3u8
湖南卫视,http://59.55.35.90:20000/hls/14/index.m3u8
河南卫视,http://59.55.35.90:20000/hls/89/index.m3u8
浙江卫视,http://59.55.35.90:20000/hls/93/index.m3u8
安徽卫视,http://117.44.39.232:20000/hls/82/index.m3u8
东南卫视,http://117.44.39.232:20000/hls/86/index.m3u8
浙江卫视,http://123.14.80.242:8888/hls/18/index.m3u8
东方卫视,http://123.14.80.242:8888/hls/19/index.m3u8
天津卫视,http://123.14.80.242:8888/hls/20/index.m3u8
北京卫视,http://123.14.80.242:8888/hls/26/index.m3u8
重庆卫视,http://115.206.161.85:8888/rtp/233.50.201.143:5140
江西卫视,http://175.9.140.238:8888/udp/239.76.245.225:1234
青海卫视,http://120.7.86.101:808/hls/38/index.m3u8
甘肃卫视,http://120.7.86.101:808/hls/42/index.m3u8
河南卫视,http://61.53.116.74:808/hls/16/index.m3u8
重庆卫视,http://123.122.162.222:19999/rtp/239.3.1.122:8160
吉林卫视,http://123.122.162.222:19999/rtp/239.3.1.240:8172
海南卫视,http://123.122.162.222:19999/rtp/239.3.1.45:8304
四川卫视,http://123.122.162.222:19999/rtp/239.3.1.29:8288
宁夏卫视,http://123.122.162.222:19999/rtp/239.3.1.46:8124
新疆卫视,http://123.122.162.222:19999/rtp/239.3.1.48:8160
甘肃卫视,http://123.122.162.222:19999/rtp/239.3.1.49:8188
云南卫视,http://221.219.101.215:8012/rtp/239.3.1.26:8108
BRTV北京卫视,http://111.199.239.209:3568/rtp/239.3.1.241:8000
深圳卫视,http://111.199.239.209:3568/rtp/239.3.1.134:8020
吉林卫视,http://111.199.239.209:3568/rtp/239.3.1.240:8172
四川卫视,http://111.199.239.209:3568/rtp/239.3.1.29:8288
三沙卫视,http://111.199.239.209:3568/rtp/239.3.1.155:4120
东方卫视,http://124.90.208.196:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://59.62.8.250:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.241:8000
安徽卫视,http://www.furymax.top:85/rtp/239.69.1.70:10060
江西卫视,http://www.furymax.top:85/rtp/239.69.1.126:10394
重庆卫视,http://www.furymax.top:85/rtp/239.69.1.149:10530
海南卫视,http://www.furymax.top:85/rtp/239.69.1.151:10542
四川卫视,http://www.furymax.top:85/rtp/239.69.1.169:10650
北京卫视,http://ipys.2288.org:8889/udp/228.1.1.23:6023$湖南联通组播
深圳卫视,http://ipys.2288.org:8889/udp/228.1.1.24:6024$湖南联通组播
山东卫视,http://ipys.2288.org:8889/udp/228.1.1.32:6032$湖南联通组播
辽宁卫视,http://ipys.2288.org:8889/udp/228.1.1.31:6031$湖南联通组播
河北卫视,http://ipys.2288.org:8889/udp/228.1.1.39:6039$湖南联通组播
吉林卫视,http://ipys.2288.org:8889/udp/228.1.1.119:6119$湖南联通组播
湖南卫视,http://sweetown.fun:4000/udp/239.3.1.132:8012 
东方卫视,http://sweetown.fun:4000/udp/239.3.1.136:8032 
湖北卫视,http://sweetown.fun:4000/udp/239.3.1.138:8044 
辽宁卫视,http://sweetown.fun:4000/udp/239.3.1.210:8056 
重庆卫视,http://sweetown.fun:4000/udp/239.3.1.122:8160 
深圳卫视,http://sweetown.fun:4000/udp/239.3.1.134:8020 
黑龙江卫视,http://sweetown.fun:4000/udp/239.3.1.133:8016 
河北卫视,http://gd.ikhs.cn:8880/rtp/239.254.96.113:9616
黑龙江卫视,http://xingyang.net.cn:4000/udp/225.1.4.91:1120
天津卫视,http://sunny2017.forver.one:4022/udp/239.21.1.165:5002
深圳卫视,http://www.yao87.com:4022/udp/239.76.246.188:1234
四川卫视,http://www.yao87.com:4022/udp/239.76.246.91:1234
湖南卫视,http://www.yao87.com:4022/udp/239.76.253.101:9000
河南卫视,http://www.yao87.com:4022/udp/239.76.253.202:9000
广西卫视,http://gzly.softether.net:6005/udp/239.252.219.183:5140
天津卫视,http://gzly.softether.net:6005/udp/239.252.219.187:5140
辽宁卫视,http://gzly.softether.net:6005/udp/239.252.220.62:5140
河北卫视,http://gzly.softether.net:6005/udp/239.252.220.154:5140
深圳卫视,http://27.217.213.217:18888/rtp/239.253.248.91:8000
江苏卫视,http://59.173.243.210:9901/tsfile/live/1023_1.m3u8
辽宁卫视,http://59.173.243.210:9901/tsfile/live/1029_1.m3u8
贵州卫视,http://www.yao87.com:4022/udp/239.76.245.198:1234 
湖北卫视,http://www.yao87.com:4022/udp/239.76.246.193:1234 
新疆卫视,http://114.245.189.140:10000/rtp/239.3.1.48:8160
河南卫视,http://114.245.189.140:10000/rtp/239.3.1.27:8128
青海卫视,http://114.245.189.140:10000/rtp/239.3.1.44:8184
江苏卫视,http://59.55.35.90:20000/hls/15/index.m3u8
宁夏卫视,http://59.55.35.90:20000/hls/76/index.m3u8
湖北卫视,http://59.55.35.90:20000/hls/79/index.m3u8
辽宁卫视,http://59.55.35.90:20000/hls/80/index.m3u8
北京卫视,http://59.55.35.90:20000/hls/84/index.m3u8
江苏卫视,http://117.44.39.232:20000/hls/15/index.m3u8
甘肃卫视,http://117.44.39.232:20000/hls/36/index.m3u8
青海卫视,http://117.44.39.232:20000/hls/44/index.m3u8
东方卫视,http://117.44.39.232:20000/hls/83/index.m3u8
浙江卫视,http://117.44.39.232:20000/hls/93/index.m3u8
深圳卫视,http://123.14.80.242:8888/hls/24/index.m3u8
黑龙江卫视,http://123.14.80.242:8888/hls/25/index.m3u8
江苏卫视,http://123.14.80.242:8888/hls/28/index.m3u8
辽宁卫视,http://123.14.80.242:8888/hls/30/index.m3u8
东南卫视,http://175.9.140.238:8888/udp/239.76.245.190:1234
河北卫视,http://120.7.86.101:808/hls/17/index.m3u8
天津卫视,http://120.7.86.101:808/hls/20/index.m3u8
深圳卫视,http://120.7.86.101:808/hls/21/index.m3u8
黑龙江卫视,http://120.7.86.101:808/hls/26/index.m3u8
东南卫视,http://120.7.86.101:808/hls/32/index.m3u8
宁夏卫视,http://120.7.86.101:808/hls/39/index.m3u8
新疆卫视,http://120.7.86.101:808/hls/41/index.m3u8
河南卫视,http://120.7.86.101:808/hls/43/index.m3u8
贵州卫视,http://120.7.86.101:808/hls/44/index.m3u8
江苏卫视,http://219.156.116.183:808/hls/30/index.m3u8
深圳卫视,http://123.122.162.222:19999/rtp/239.3.1.134:8020
贵州卫视,http://123.122.162.222:19999/rtp/239.3.1.149:8076
江西卫视,http://123.122.162.222:19999/rtp/239.3.1.123:8164
海南卫视,http://221.219.101.215:8012/rtp/239.3.1.45:8304
河南卫视,http://221.219.101.215:8012/rtp/239.3.1.27:8128
湖南卫视,http://111.199.239.209:3568/rtp/239.3.1.132:8012
浙江卫视,http://111.199.239.209:3568/rtp/239.3.1.137:8036
广东卫视,http://111.199.239.209:3568/rtp/239.3.1.142:8048
重庆卫视,http://111.199.239.209:3568/rtp/239.3.1.122:8160
黑龙江卫视,http://111.199.239.209:3568/rtp/239.3.1.133:8016
河北卫视,http://111.199.239.209:3568/rtp/239.3.1.148:8072
辽宁卫视,http://111.199.239.209:3568/rtp/239.3.1.210:8056
新疆卫视,http://111.199.239.209:3568/rtp/239.3.1.48:8160
内蒙古卫视,http://111.199.239.209:3568/rtp/239.3.1.43:8176
四川卫视,http://www.liruixiang.cc:9000/rtp/239.3.1.29:8288
东南卫视,http://60.174.40.117:9901/tsfile/live/0137_1.m3u8
贵州卫视,http://111.14.181.15:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
BRTV北京卫视,http://114.254.85.117:2222/rtp/239.3.1.241:8000
湖北卫视,http://www.furymax.top:85/rtp/239.254.96.115:8664
深圳卫视,http://www.furymax.top:85/rtp/239.254.96.137:8896
广东卫视,http://www.furymax.top:85/rtp/239.254.96.140:8914
江苏卫视,http://www.furymax.top:85/rtp/239.254.96.144:8938
东方卫视,http://58.57.21.166:9901/tsfile/live/0107_1.m3u8
四川卫视,http://58.57.21.166:9901/tsfile/live/0123_1.m3u8
广东卫视,http://ipys.2288.org:8889/udp/228.1.1.27:6027$湖南联通组播
北京卫视,http://sweetown.fun:4000/udp/239.3.1.241:8000 
江苏卫视,http://sweetown.fun:4000/udp/239.3.1.135:8028 
安徽卫视,http://sweetown.fun:4000/udp/239.3.1.211:8064 
贵州卫视,http://sweetown.fun:4000/udp/239.3.1.149:8076 
东南卫视,http://sweetown.fun:4000/udp/239.3.1.156:8148 
东南卫视,http://chj0827.cn:3838/udp/239.16.20.82:10820
辽宁卫视,http://chj0827.cn:3838/udp/239.16.20.95:10950
贵州卫视,http://sunny2017.forver.one:4022/udp/239.21.1.166:5002
河北卫视,http://www.yao87.com:4022/udp/239.76.245.199:1234
黑龙江卫视,http://www.yao87.com:4022/udp/239.76.246.200:1234
湖南卫视,http://www.yao87.com:4022/udp/239.76.245.115:1234
黑龙江卫视,http://www.yao87.com:4022/udp/239.76.253.200:9000
四川卫视,http://www.yao87.com:4022/udp/239.76.253.91:9000
